,Artist,Song,Lyrics,Genre
0,Queen,http://www.songlyrics.com/queen/another-one-bites-the-dust-lyrics/,"Steve walks warily down the street
The brim pulled way down low
And ain't no sound but the sound of his feet
Machine guns ready to go

Are you ready hey, are you ready for this
Are you standing on the edge of your seat
Out of the doorway the bullets rip
To the sound of the beat, yeah, yeah, yeah, sing it

Another one bites the dust
Another one bites the dust, hey
And another one gone, and another one gone
Another one bites the dust
Hey, I'm gonna get you too
Another one bites the dust

How do you think I'm going to get along
Without you, when you're gone?
You took me for everything that I had
You kicked me out on my own

Are you happy? Are you satisfied?
How long can you stand the heat?
Out of the doorway the bullets rip
To the sound of the beat, yeah, yeah, yeah

Another one bites the dust
Another one bites the dust
And another one gone, and another one gone
Another one bites the dust
Hey, gonna get you too
Another one bites the dust

Another one bites the dust yeah
Another one bites the dust
Another one bites the dust yeah, yeah
Another one bites the dust yeah, yeah
Another one bites the dust yeah
Another one bites the dust yeah
Yeah, yeah
Yeah, yeah
Give me yeah yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah

Another one bites the dust
Another one bites the dust
Hey ,another one bites the dust yeah
Another one bites the dust yeah

Bites the dust
Bites the dust
Bites the dust
Bites the dust

Yeah
Yeah
Yeah
Yeah

Another one bites the dust
Another one bites the dust
Another one bites the dust
Another one bites the dust
Yeah, yeah, yeah

There are plenty of ways you can hurt a man
And bring him to the ground
You can beat him, you can cheat him
You can treat him bad and leave him when he's down

Is he ready, is he ready for you
I'm standing on my own two feet
Out of the doorway the bullets rip
Repeating the sound of the beat

Another one bites the dust
Another one bites the dust, hey
And another one gone, and another one gone
Another one bites the dust
Hey, I'm gonna get you too
Another one bites the dust

Yeah, yeah
Alright
Yeah, yeah, yeah
Yes",Rock
1,Queen,http://www.songlyrics.com/queen/bohemian-rhapsody-lyrics/,"Is this the real life?
Is this just fantasy?
Caught in a landslide
No escape from reality

Open your eyes
Look up to the skies and see
I'm just a poor boy
I need no sympathy

Because I'm easy come, easy go
Little high, little low
Any way the wind blows
Doesn't really matter to me, to me

Mama, just killed a man
Put a gun against his head
Pulled my trigger, now he's dead
Mama, life had just begun
But now I've gone and thrown it all away

Mama, ooh
Didn't mean to make you cry
If I'm not back again this time tomorrow
Carry on, carry on as if nothing really matters

Too late, my time has come
Sends shivers down my spine
Body's aching all the time

Goodbye everybody
I've got to go
Gotta leave you all behind
And face the truth

Mama, ooh
(Any way the wind blows)
I don't want to die
I sometimes wish I'd never been born at all

I see a little silhouetto of a man
Scaramouche, Scaramouche, will you do the Fandango?
Thunderbolt and lightning, very very frightening me
(Galileo, Galileo, Galileo, Galileo, Galileo, Figaro)
Magnifico

I'm just a poor boy, nobody loves me
He's just a poor boy from a poor family
Spare him his life from this monstrosity

Easy come, easy go, will you let me go?
Bismillah! No, we will not let you go!
(Let him go!)
Bismillah! We will not let you go!
(Let him go!)
Bismillah! We will not let you go!
(Let me go!)
Will not let you go!
(Let me go!)
(Never never never never let me go!)
Will not let you go!

No, no, no, no, no, no, no
Oh mama mia, mama mia
Mama mia, let me go
Beelzebub has a devil put aside
For me, for me, for me

So you think you can stone me and spit in my eye?
So you think you can love me and leave me to die?
Oh, baby, can't do this to me, baby
Just gotta get out, just gotta get right outta here

Nothing really matters
Anyone can see
Nothing really matters
Nothing really matters to me
Any way the wind blows",Rock
2,Queen,http://www.songlyrics.com/queen/under-pressure-lyrics/,"Pressure pushing down on me
Pressing down on you no man ask for
Under pressure
That burns a building down
Splits a family in two
Puts people on streets

It's the terror of knowing
What this world is about
Watching some good friends
Screaming get me out
Tomorrow takes me higher
Pressure on people
People on streets

Day day day
Okay

Chippin' around
Kick my brains round the floor
These are the days
It never rains but it pours

People on streets
People on streets

It's the terror of knowing
What this world is about
Watching some good friends
Screaming let me out
Tomorrow takes me high, high, higher
Pressure on people
People on streets

Turned away from it all
Like the blind man
Sat on a fence but it don't work
Keep coming up with love
But it's so slashed and torn
Why why why?

Love, love, love, love

Insanity laughs under pressure we're cracking
Can't we give ourselves one more chance?
Why can't we give love that one more chance?
Why can't we give love give love give love?

Give love, give love, give love
Give love, give love, give love?
'Cause love's such an old fashioned word
And love dares you to care
For the people on the edge of the night
And love dares you to change our way
Of caring about ourselves

This is our last dance
This is our last dance
This is ourselves
Under pressure
Under pressure
Pressure",Rock
3,Queen,http://www.songlyrics.com/queen/we-are-the-champions-lyrics/,"I've paid my dues time after time
I've done my sentence but committed no crime
And bad mistakes, I've made a few
I've had my share of sand kicked in my face but I've come through
And I need to go on and on and on and on

We are the champions, my friends
And we'll keep on fighting till the end
We are the champions, we are the champions
No time for losers 'cause we are the champions of the world

I've taken my bows and my curtain calls
You've brought me fame and fortune and everything that goes with it
I thank you all
But it's been no bed of roses, no pleasure cruise
I consider it a challenge before the whole human race and I ain't gonna lose
And I need to go on and on and on and on

We are the champions, my friends
And we'll keep on fighting till the end
We are the champions, we are the champions
No time for losers 'cause we are the champions of the world

We are the champions, my friends
And we'll keep on fighting till the end
We are the champions, we are the champions
No time for losers 'cause we are the champions",Rock
4,Queen,http://www.songlyrics.com/queen/somebody-to-love-lyrics/,"Can, can you find me somebody?
Somebody, somebody, somebody to love?
Can you find me somebody to love?

Each morning I get up I die a little
Can barely stand on my feet
Take a look in the mirror and cry
Lord, what you're doing to me?
I have spent all my years in believin' You
I just can't get no relief

Lord, somebody
(Somebody)
Somebody
(Somebody)
Anybody find me somebody to love

I work hard every day of my bloody life
  (He works hard)
I work till I ache my bones
At the end of
(At the end of the day)
I take home my hard earned pay all on my own
  ([Incomprehensible])
I get down on my knees and I start to pray
Till the tears run down from my eyes

Lord, somebody
(Somebody)
Somebody
(Somebody)
Anybody find me somebody to love

He works hard everyday, try and I try and I try
But everybody wants to put me down
They say I'm goin' crazy
They say I got a lot of water in my brain
I got no common sense, I got nobody left to believe
Yeah, yeah, yeah, yeah

Ooh Lord, Somebody
(Somebody)
Somebody
(Somebody)
Anybody find me somebody to love

Got no feel, I got no rhythm
I just keep losing my beat
I'm okay, I'm alright, I ain't gonna face no defeat
I just gotta get out of this prison cell
One day I'm gonna be free, Lord
I'm just gonna be free, free I tell you

In return, yeah, yeah, yeah
In return, yeah will I get, yeah, yeah, oh
Can you find me, can you find me? Ooh

Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love

Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love
Find me somebody to love

Somebody
(Somebody)
Somebody
(Somebody)
Somebody find me, somebody find me
Somebody to love, anybody find me
Can you find me? Can, can you find me?
Some, some, somebody, somebody to love, ya

(Find me somebody to love)
(Find me somebody to love)
Some, some, somebody to love me
Can you love me? Can you love me?
Oh, give love, give love, give love
Give love, somebody to love

Can anybody fine me?
Can anybody find me?
Find me, find me, find me, find, ooh ya
Some, yeah, somebody
Oh, oh somebody to love",Rock
5,Queen,http://www.songlyrics.com/queen/killer-queen-lyrics/,"Queen
Miscellaneous
Killer Queen
She keeps Moet et Chandon 
In her pretty cabinet 
'Let them eat cake' she says 
Just like Marie Antoinette 
A built-in remedy 
For Kruschev and Kennedy 
At anytime an invitation 
You can't decline 

Caviar and cigarettes 
Well versed in etiquette 
Extraordinarily nice 
Chorus

She's a Killer Queen 
Gunpowder, gelatine 
Dynamite with a laser beam 
Guaranteed to blow your mind 
Anytime 

Recommended at the price 
Insatiable an appetite 
Wanna try? 

To avoid complications 
She never kept the same address 
In conversation 
She spoke just like a baroness 
Met a man from China 
Went down to Asia Minor
Then again incidentally 
If you're that way inclined 

Perfume came naturally from Paris 
For cars she couldn't care less 
Fastidious and precise 
Chorus

Drop of a hat she's as willing as 
Playful as a pussy cat 
Then momentarily out of action 
Temporarily out of gas 
To absolutely drive you wild, wild 
She's all out to get you 
Chorus

Recommended at the price 
Insatiable an appetite 
Wanna try? 
You wanna try",Rock
6,Queen,http://www.songlyrics.com/queen/love-of-my-life-lyrics/,"Love of my life
You've hurt me
You've broken my heart
And now you leave me

Love of my life, can't you see
Bring it back, bring it back
Don't take it away from me
Because you don't know what it means to me

Love of my life don't leave me
You've taken my life and now desert me

Love of my life, can't you see
Bring it back, bring it back 
Don't take it away from me
Because you don't know what it means to me

You'll remember when this is blown over
And everything's all by the way
When I grow older
I will be there at your side
To remind you how I still love you
I still love you 
(I still love you)

Back....hurry back
Please bring it back home to me
Because you don't know what it means to me

Love of my life
Love of my life",Rock
7,Queen,http://www.songlyrics.com/queen/i-want-to-break-free-lyrics/,"I want to break free, I want to break free
I want to break free from your lies
You're so self satisfied
I don't need you, I want to break free
God knows, God knows I want to break free

I've fallen in love
I've fallen in love for the first time
This time I know, it's for real
I've fallen in love, yeah
God knows, God knows I've fallen in love

It's strange but it's true, hey
I can't get over the way
You love me like you do
But I have to be sure
When I walk out that door

Oh, how I want to be free, baby
Oh, how I want to break free
Oh, how I want to break free

But life still goes on
I can't get used to
Living without, living without
Living without you, by my side

I don't want to live alone, yeah
God knows, got to make it on my own
So baby, can't you see? Yeah

God knows I want to
God knows I want to
God knows I want to break free",Rock
8,Queen,http://www.songlyrics.com/queen/fat-bottomed-girls-lyrics/,"Are you gonna take me home tonight
Are down beside that red firelight
Are you gonna let it all hang out
Fat bottomed girls, you make the rockin' world go round

Hey, I was just a skinny lad
Never knew no good from bad
But I knew life before I left my nursery
Left alone with big fat fanny
She was such a naughty nanny
Heap big woman you made a fat boy out of me
Hey hey

I've been singing with my band
Across the wire across the land
I seen ev'ry blue eyed floozy on the way, hey
But their beauty and their style
Went kind of smooth after a while
Take me to them dirty ladies every time

Oh won't you take me home tonight?
Oh down beside your red firelight
Oh and you give it all you got
Fat bottomed girls, you make the rockin' world go round
Fat bottomed girls, you make the rockin' world go round

Hey, listen here, now I got mortgages and homes
I got stiffness in the bones
Ain't no beauty queens in this locality, I tell ya
Oh, but I still get my pleasure still got my greatest treasure
Heap big woman you gone and made a big man out of me
Now get this

Are you gonna take me home tonight, please
Oh down beside that red firelight
Are you gonna let it all hang out
Fat bottomed girls, you make the rockin' world go round
Fat bottomed girls, you make the rockin' world go round

Get on your bikes and ride
Oh yeah, oh yeah, them fat bottomed girls
Fat bottomed girls
Yeah yeah yeah
All right
Ride 'em cowboys
Fat bottomed girls
Yes yes
Oh, gets me everytime",Rock
9,Queen,http://www.songlyrics.com/queen/bohemian-rhapsody-mercury-lyrics/,"Queen
Classic Queen
Bohemian Rhapsody (Mercury)
Is this the real life?  Is this just fantasy?
Caught in a landslide, No escape from reality.
Open your eyes, Look up to the skies and see,
I'm just a poor boy, I need no sympathy,
Because I'm easy come, easy go, Little high, little low,
Any way the wind blows doesn't really matter to me, to me.

Mama just killed a man, Put a gun against his head,
pulled my trigger, now he's dead.
Mama, life had just begun,
But now I've gone and thrown it all away.
Mama, ooh, Didn't mean to make you cry,
If I'm not back again this time tomorrow,
carry on, carry on as if nothing really matters.

Too late, my time has come,
Sends shivers down my spine, body's aching all the time.
Goodbye, ev'rybody, I've got to go,
Gotta leave you all behind and face the truth.
Mama, ooh, I don't want to die,
I sometimes wish I'd never been born at all.

I see a little silhouetto of a man,
Scaramouche, Scaramouche, will you do the Fandango.
Thunderbolt and lightning, very, very fright'ning me.
(Galileo.) Galileo. (Galileo.) Galileo, Galileo figaro
Magnifico. I'm just a poor boy and nobody loves me.
He's just a poor boy from a poor family,
Spare him his life from this monstrosity.
Easy come, easy go, will you let me go.
Bismillah! No, we will not let you go.
(Let him go!) Bismillah! We will not let you go.
(Let him go!) Bismillah! We will not let you go.
(Let me go.) Will not let you go.
(Let me go.) Will not let you go. (Let me go.) Ah.
No, no, no, no, no, no, no.
(Oh mama mia, mama mia.) Mama mia, let me go.
Beelzebub has a devil put aside for me, for me, for me.

So you think you can stone me and spit in my eye.
So you think you can love me and leave me to die.
Oh, baby, can't do this to me, baby,
Just gotta get out, just gotta get right outta here.

Nothing really matters, Anyone can see,
Nothing really matters,
Nothing really matters to me.

Any way the wind blows.",Rock
