,Artist,Song,Lyrics,Genre
0,Fetty Wap,http://www.songlyrics.com/fetty-wap/couple-bands-lyrics/,"Yeah, baby
Riding through the city, yeah
Gotta get it, yeah
Yeah baby

A couple bandz on my left and my right side
I'm just riding through the city, bae
I don't even know if I'm living this life right
But I gotta go and get it, yeah

A couple bandz on my left and my right side
I'm just riding through the city, bae
I don't even know if I'm living this life right
But I gotta go and get it, yeah

A couple bandz on my left, on my right
I'm throwing bandz, we could do it all night
I beat it up like a nigga named Ike
I hit her with a one-two like Mike
Cause your nigga ain't doing it right
You know my jewelry shine bright
My phone ring and I'm coming right now
Beat it up then I lay that ass down
I show off every time I'm with you baby
They say I'm crazy, mix Patron with the Remy
If this your song turn up right now
If this your song turn up right now

A couple bandz on my left and my right side
I'm just riding through the city, bae
I don't even know if I'm living this life right
But I gotta go and get it, yeah

A couple bandz on my left and my right side
I'm just riding through the city, bae
I don't even know if I'm living this life right
But I gotta go and get it, yeah

A couple bandz on my left and my right
I'm just riding through the city all night
I don't even know if I'm living this right
But I gotta go and get it, yeah

RGF, that's all my niggas know
I swear my niggas all about to blow
We water whip, we all about the blow
Run up on him, then we kick his door
RGF, that's all my niggas know
I swear my boy Mike G out of control
And if I call the crib he'll bring the pole
And if I say the word, let it go
Spending all my time counting Benjamin Franklins
Interrupt the count, what the fuck is you thinkin'
Hit the bank teller, bring a hunnid in Franklin's
Right before I leave, I salute him and thank him
(Thank you buddy) Thank you buddy
Yeah baby, riding through the city, yeah
Gotta get it, yeah, yeah baby

A couple bandz on my left and my right
I'm just riding through the city all night
I don't even know if I'm living this right
But I gotta go and get it, yeah
A couple bandz on my left and my right side
I'm just riding through the city, bae
I don't even know if I'm living this life right
But my niggas gotta get it, yeah
And we gon' spend it, yeah
Try to take it you get hit, yeah
That's how shit roll, squad",Rap
1,Fetty Wap,http://www.songlyrics.com/fetty-wap/yunglan-freestyle-lyrics/,"1738, Zoovier, Ay
I just wanna say what's on my mind man

We designed down rocking Fendi
Big chargers with the hemi
We pull up on ya'll, nigga gimme
I make them honchos hit a semi
I'm talking mula, we got plenty
I fuck her best friend if she pretty
You know it's ZooGang niggas with me
I let off two bangs to his kidney (bang bang)
Then take his baby momma out to Pheonix
Sent the kids on trip to Walt Disney
I've yet to see a nigga ball with me
Monty and Dice standing tall with me
I collect them bands then hit the mall with em
One act up, then we all get em (all get em)
One shoot one sound we all hit em (all hit em)
Two doors no top its all missing (all missing)
Niggas know how I rock I'm all in
23 on my J I'm Jordan (my jump shots like that man)
Niggas know how I rock I'm all in 23 on my J I'm jordan
Heard these niggas hatin me because that ima specialist
Diamonds know they on freeze thats how you know I'm flexing man
Remixin the whole thing thats how you get ya paper up
First she wasn't on me but she wanna hang wit us
Rollin off the molly Now she wanna skate wit us
Before you try the ZooGanck suggest you try some angel dust
Monty shoot from long range that's how he let the hammer bust
AR15 my chopper tote an extendo
Shooting big guns it can not fit out the window
How the fuck you judge a nigga don't know what he been thru
Niggas don't know me might've seen me when I bent thru 22 forgiato sittin on a fen coup
Zoovier you won't catch me without monty
Last year I told em this year was our time and I did what I said now we all shinin
Jump mans for the kicks blue in our diamonds
Robins gold wings trues are now lying 2 Bandz one outfit come on try me
I ain't even touch the advance I been
band up jugin and finnessin and niggas ain't gettin jammed up
Robin wings on my robin jeans hold my bands 22nd ima hooligan I need a phantom bitches love me cause I'm getting rich I ain't handsome
Get my niggas rich talking foreigns and mansions
SQUAAA",Rap
2,Fetty Wap,http://www.songlyrics.com/fetty-wap/gucci-zoo-lyrics/,"Squad, 1738, ay

Boy, you can't even find us where it's fine and my boys be flexing
At the pot with the crack, I'm water whipping, I'm gon' finesse it
Call me Fetty, big ZooWap from the bando from 22nd
All I know is I'ma get me a ‘rari and seven mansions
Boy, you can't even find us where it's fine and my boys be flexing
At the pot with the crack, I'm water whipping, I'm gon' finesse it
Call me Fetty, big ZooWap from the bando from 22nd
All I know is I'ma get me a ‘rari and seven mansions

Wap, ay, now, ya'll know I'm a Gucci fan
They call me ZooWap from the bando
Ay, this squad shit nigga
Call this shit 101738 hahahaha
Squad! Ay, ZooZoo, ayo Dice, ayo Monty, ay look

Remember back in the damn days when they didn't show me love
Rubber bands on my damn chain ‘cause I didn't give a fuck
I got robbed for some [?] right by school, he stuck me up
Learn to take a precaution, now I keep the safety off
Talking all of that dumb shit, we gon' blitz your safeties off
I'm a boss and I run shit, Fetty Wap the CEO
Please miss me with that gun shit if you do not let them go
Cause big ZooWap with crip and he ain't scared to let you know
If you disrespect ZooWap, only one place you gon' go
I ain't making no threats man, I just thought that you should know
I got way more money than ya, I throw money you can't throw
I know bigger homies nigga, I know homies you should know
I done been to Cali nigga, I done smoked the finest dope
I done smoked about ten pounds and sold a million pills
Remember days on the back block, we stashed the bricks in [?]
Beans was pulling them cars out, we thought it never end
We was living like stars now, [?] we was kids
Put the pill in the Remy man, bitches do as you please
You ain't sucking no dick ho then, pack your shit and leave
I swear I'm all ‘bout my stacks bitch, I'm all about my cheese

Boy, you can't even find us where it's fine and my boys be flexing
At the pot with the crack, I'm water whipping, I'm gon' finesse it
Call me Fetty, big ZooWap from the bando from 22nd
All I know is I'ma get me a ‘rari and seven mansions

Big ZooWap from the bando when I say that? Very often
I'ma keep on reminding ‘til I won't have to no more man
I'ma buy every robins ‘til they send it by the loads man
I'ma snatch a couple beamers ‘cause I like how they be skurt
My favorite rapper Gucci Guwop a.k.a. that's mister perfect
Bitch, they call me Fetty ZooWap a.k.a. I'm mister swerving
Hundred grams, I hit a doowop off the block ‘cause I was serving
And I build it Dennis Rodman minus one where I was working
And your bitch, she want the dick and I can tell ‘cause she be flirting
All I know is get it in, I sold them skinnies for a thirty
And don't talk about them pistols ‘cause Fetty Cash come out and hurt ya
What you know ‘bout party packs, five dollars pills start on a Thursday
We was flipping ‘bout two thousand right before we entered Friday
Had the '38 stashed in the Honda on a highway
Bitch, I'm Fetty Gucci ZooWap and I say that very proudly
I'm a Remy Boy CEO, these pussies shouldn't doubt me
Wap, Fuck you niggas doing man? ay",Rap
3,Fetty Wap,http://www.songlyrics.com/fetty-wap/rgf-island-lyrics/,"My niggas stack their money just to spend it
Cause when you die you cannot take it with you
If you ain't beefin' 'bout the money, then what's the problem?
Don't worry about my niggas cause I got 'em
My niggas stack their money just to spend it
Cause when you die you cannot take it with you
And if you ain't beefin' 'bout the money, then what's the problem?
Don't worry about my niggas, Zoo I got 'em

On everything, for 17im wildin
Treat my whole squad on an island
Ziploc gang, bring a lighter
It's gon' be a house party on this island
Shit boom like M80s on this island
It's a lot of trillionaires throwin' dollars
Cause I'm pure hell, wildin' out on this island
I do this too swell, my pockets too swell
Come try the 100 gang and they'll shoot ya
I do this for my squad, I do this for my gang
I do this for my squad, I do this for my gang
It's Zoovier from the trap and ain't a damn thing change
My niggas stack their money just to spend it
Cause when you die you cannot take it with you
If you ain't beefin' 'bout the money, then what's the problem?
Don't worry about my niggas cause I got 'em
My niggas stack their money just to spend it
Cause when you die you cannot take it with you
And if you ain't beefin' 'bout the money, then what's the problem?
Don't worry about my niggas, Zoo I got 'em",Rap
4,Fetty Wap,http://www.songlyrics.com/fetty-wap/zoowap-lyrics/,"Wap, 1738
Remy Boyz
I'm on my way man, Monty wassup
Yeaahhh, yeaahh

I heard these niggas tryna stop my shine
I'm on my way, on my way, ohhh, baby
I'm at the top because I know it's mine
I'm on my way, on my way, yeahh
I dare these niggas try to stop my grind
I'm on my way, on my way, ay
Take a look at me and tell me what you see
I'm just a young nigga coming from the streets
Now why these old niggas hating on me?
W-why these old niggas hating on me?
Got every young nigga rocking with me
I got my whole city rocking with me
They tryna stop me, but I can't let them stop me, no
I must win like Rocky, ay
Take a look at my pockets
My nigga I'm on my way
ZooWap I ain't tryin to play
Remy Boyz we came to stay, ay, yeahhh
I dare these niggas try to stop my shine
I'm on my way, on my way, don't you do it, don't you do it
I'm at the top because I know it's mine
I'm on my way, on my way, yeahhh
I dare these niggas try to stop my grind
I'm on my way on my way
They call me ZooWap, I'm from 12th and 22nd
They call me ZooWap
My youngins ride, they fucking reckless
My boyz, we too hot
Take a look just at my neckless
Word to wip to ha, word to wip to ha
Remy boyz
17 yeahhhh, yeahhhh, Woooohooo
We're on our way, we're on our way, we're on our way
Yeah, Yeahh
We on our way",Rap
5,Fetty Wap,http://www.songlyrics.com/fetty-wap/addicted-lyrics/,"Squad! 7, 7, 1738
17 baby 1738 yeaaaaaah yeaaaaah

Tryna chill with you, tryna roll my dope
I love the way you smile, I love the way you are
I love the way your pretty eyes so sexy
And anything you wanna know, just ask me
H-Here's everything you need, girl I got it
But, you ain't tripping, see them hundreds in your pocket baby
Your pretty brown skin sweeter than a swisher
I'ma lay you down, slow and treat it
I'm rapping for your treasure, ain't worried ‘bout your exes
I can do it better, your pussy, yeah it's set
Wet, wet and wetter, wrap your legs around my neck
Til I stop breathing, put that pussy in my face
Remind me why I need it
I'ma have you shaking like you having many seizures
We gon do some crazy things, tell me could you see it?
Tryna have my daughter with you, baby is you with it?
Tr-Tryna have my daughter with you, baby is you with it?
Tr-Tryna have my daughter with you, baby is you with it?
Tr-Tryna have my daughter with you, baby is you with it?
I said it three times so you can know it's real
And I ain't ever lacking, I'm always in the field
Of course, I have some hoes
Name a nigga who don't, a nigga had to wife it
Name a nigga who won't, you ever have a problem
The chopper on pump
And every time I see you, see you for the first time
And every time we sexing, we always showing off
Say girl you something special, no rationale about you
The only girl I ever love should come from you
And I ain't rushing girl, we are comfortable
Both of our hair is turning gray, I'm growing old with you
Said I'll be Cliff and you be Claire Huxtable
Have all these bitches mad they can't fuck with you, squad

Tryna chill with you, tryna chill with you
Said I'm addicted, yeah I'm addicted
I love the way you are
Said I'm addicted, yeah I'm addicted
Said I'm addicted, I'm addicted
Said I'm addicted to you, ay
Said I'm addicted, yeah I'm addicted
Squad, yeaaaah

Won't you be my lady?
Baby, you're my baby
Bae, I'm addicted, girl, I'm addicted to youuuuu baby
Ay, squad
Bang, bang, baaaang bang
Bang, bang, baaaang bang
Bang, bang, said I'm addicted to youuuu",Rap
6,Fetty Wap,http://www.songlyrics.com/fetty-wap/again-lyrics/,"I want you to be mine again, baby
I know my lifestyle is driving you crazy
I cannot see myself without you
We call them fans though, girl you know how we do
I go out of my way to please you
I go out of my way to see you
And I want you to be mine again baby
I know my lifestyle is driving you crazy
But, I cannot see myself without you
We call them fans though, girl you know how we do
I go out of my way to please you
I go out of the way to see you
I ain't playing no games, I need you

Baby, can you understand I'm a young nigga living
Coming from the trap, all a nigga know is get it
I ain't chasing no pussy, girl I'm talking ‘bout the digits
Big bank rolls in my pockets, all fifties
Turned a little check, then, I showed you I could triple it
Baby, it's Zoovier, only want you
I don't give a fuck who cares, tats on my face
She don't give a fuck who stares, looking too good
Get you fucked on sight
I'm tryna finish this who I started with
I'm tryna spend it all who I got it with
She my trap queen, let her hit the bando
We be counting up, watch how far them bands go
Hop out my beamer, she jump out the Lambo
Roll them bands up, smooth how the wind go
Dumping wood guts allout the window
Married to the money, I ain't never let go
Baby, it's Zoowap from the bando
Dumping wood guts allout the window
Married to the money, I ain't never let go
Baby, it's ZooWap from the fucking bando

I want you to be mine again, baby
I know my lifestyle is driving you crazy
I cannot see myself without you
We call them fans though, girl you know how we do
I go out of my way to please you
I go out of my way to see you
And I want you to be mine again baby
I know my lifestyle is driving you crazy
But, I cannot see myself without you
We call them fans though, girl you know how we do
I go out of my way to please you
I go out of the way to see you
I ain't playing no games, I need you

I hope you know I need you, ay, yeaaah baby
I get up on my knees too, ay, yeaaah baby
Do anything to please you, ay, yeaaah baby
Top down when we breeze through, ay, yeaaah baby
Know they call me Zoovier
We living like a movie
And all the bands down to going up, girl, you know we ran through it
I need you baby, I ain't afraid admit it
Girl, I need you baby, girl tell me if you with it
Yeaah baby, all the bands I'ma spend it
Big ZooWap to the finish
When I come through, they screaming out
Zoovier, baby scream it loud

I want you to be mine again, baby
I know my lifestyle is driving you crazy
I cannot see myself without you
We call them fans though, girl you know how we do
I go out of my way to please you
I go out of my way to see you
And I want you to be mine again baby
I know my lifestyle is driving you crazy
But, I cannot see myself without you
We call them fans though, girl you know how we do
I go out of my way to please you
I go out of the way to see you
I ain't playing no games, I need you

And I want you to be mine again baby
I know my lifestyle is driving you crazy
But, I cannot see myself without you
We call them fans though, girl you know how we do
I go out of my way to please you
I go out of the way to see you
I ain't playing no games, I need you",Rap
7,Fetty Wap,http://www.songlyrics.com/fetty-wap/wap-thru-lyrics/,"Yeaaah baby, 17
Ay, ay look

Baby girl, you're so damn fine though
I'm tryna know if I could hit it from behind though
I'm sipping on you like some fine wine though
And when it's over, I press rewind though
You talking bands, girl, I got it
Benjamins all in my pocket
I traded in my Trues for some Robins
He playing Batman, Fetty's gon rob him
I got a Glock in my ‘rari, 17 shots, no 38
I got a Glock in my ‘rari, 17 shots, no 38

I'm like, yeah, she's fine
Wonder when she'll be mine
She walk past, I press rewind
To see that ass one more time
And I got this sewed up
Remy Boyz, they know us
All fast money, no slow bucks
No one can control us
Ay, yeaaah baby

Tell me what you see
Is it money or it's me?
I smoke twenty, smell the weed

I got hunnies in my V
They like, Monty, can you be my baby daddy, I'm like yeah

I got robins on my jeans, you see the wings on every pair
All you see is Remy Boyz, you know my niggas everywhere
And if somebody got a problem, we could meet up anywhere
Now go say something
Don't you niggas play dumb
You know where we came from
You don't want sauce, no A1

I'm like, yeah, she's fine
Wonder when she'll be mine
She walk past, I press rewind
To see that ass one more time
And I got this sewed up
Remy Boyz, they know us
All fast money, no slow bucks
No one can control us
Ay, yeaaah baby

She a cutie and she fine, make me wanna make her mine
She ain't nothing like them bimbos
If you like it, we can swerve, we can light and stain up here
Blowing, pluck it out the window
DJ playing, press rewind, got her singing every time
Take a high note for me girlfriend
Got my city looking rude, I ain't Diddy I ain't Loon
But I think I need a girlfriend
She feeling great as I'm talking to her
She a RemyGirl so I'm gon' pursue her
I brought a lot of loud, lot of Remy to sip on
Thousand dollars when I get my tip on
I'm off her, asked her if her fatty real
She said that's all her, got her with the happy feel
I'm bouta spoil her, got her with the happy feel
I'm bouta spoil her, oh my

I'm like, yeah, she's fine
Wonder when she'll be mine
She walk past, I press rewind
To see that ass one more time
And I got this sewed up
Remy Boyz, they know us
All fast money, no slow bucks
No one can control us
Ay, yeaaah baby

ZooWap, Monty
Zoowap, Dicey
Yeaah baby, Remy Boyz
Yeaah, yeaaah",Rap
8,Fetty Wap,http://www.songlyrics.com/fetty-wap/trap-queen-lyrics/,"Remy Boyz, yeaahhhh
1738

I'm like ""Hey, what's up? Hello""
Seen yo pretty ass soon as you came in the door
I just wanna chill, got a sack for us to roll
Married to the money, introduced her to my stove
Showed her how to whip it, now she remixin' for low
She my trap queen, let her hit the bando
We be countin' up, watch how far them bands go
We just set a goal, talkin' matchin' Lambos
At 56 a gram, 5 a 100 grams though
Man, I swear I love her how she work the damn pole
Hit the strip club, we be letting bands go
Everybody hating, we just call them fans though
In love with the money, I ain't never lettin' go

And I get high with my baby
I just left the mall, I'm gettin' fly with my baby, yeah
And I can ride with my baby
I be in the kitchen cookin' pies with my baby, yeah
And I can ride with my baby
I just left the mall, I'm gettin' fly with my baby, yeah
And I can ride with my baby
I be in the kitchen cookin' pies with my baby

I hit the strip with my trap queen cause all we know is bands
I just might snatch up a 'Rari and buy my boo a Lamb'
I might just snatch her a necklace, drop a couple on a ring
She ain't wantin' for nothin' because I got her everything
It's big ZooWap from the bando, remind me where I can't go
Remy Boyz got the stamp, though
Count up hella them bands though
Boy how far can your bands go?
Fetty Wap I'm livin' fifty thousand
K how I stand though, if you checkin' for my pockets I'm like

And I get high with my baby
I just left the mall, I'm gettin' fly with my baby, yeah
And I can ride with my baby
I be in the kitchen cookin' pies with my baby, yeah
And I can ride with my baby
I just left the mall, I'm gettin' fly with my baby, yeah
And I can ride with my baby
I be in the kitchen cookin' pies with my baby

I'm like ""hey, what's up, hello""
Seen yo pretty ass soon as you came in the door
I just wanna chill, got a sack for us to roll
Married to the money, introduced her to my stove
Showed her how to whip it, now she remixin' for low
She my trap queen, let her hit the bando
We be countin' up, watch how far them bands go
We just set a goal, talkin' matchin' Lambos
At 56 a gram, 5 a 100 grams though
Man, I swear I love her how she work the damn pole
Hit the strip club, we be letting bands go
Everybody hating, we just call them fans though
In love with the money, I ain't never lettin' go

I be smokin' dope and you know Backwoods what I roll
Remy Boyz, Fetty eating shit up that's fasho
I'll run in ya house, then I'll fuck your ho
Cause Remy Boyz or nothin', Re-Re-Remy Boyz or nothin'

(She my trap queen)
Yeah, you hear my boy
(She my trap queen)
Soundin' like a zillion bucks on the track
(She my trap queen)
I got whatever on my boy, whatever
(And I get high with my baby)
Put your money where your mouth is
Money on the wood make the game go good
Money out of sight cause fights
Put up or shut up, huh?
Nitt Da Gritt, RGF Productions
(ZooWap)",Rap
9,Fetty Wap,http://www.songlyrics.com/fetty-wap/island-boy-lyrics/,"They know Zoovie Zoo from the strip, on a cruise with his bitch, keep a tool with that grip, yeah
There's a certain way to move when you rich, yeah
Talking to the boys you a bitch (you a snitch), yeah
Louis bag stuffed to the tip, yeah
Hundred in my pocket made it fit, yeah
Island boy really with the shits, yeah
I'm probably on the island with his bitch, yeah
And I'm Zoovie Zoo from the strip, yeah
On a cruise with his bitch, yeah
Know I keep a tool with that grip, yeah
There's a certain way to move when you rich, yeah

I'm a hold it down for the twelve
Free my brother Rick from the jail
I be eatin' good, can't you tell
Niggas on my dick, go to hell
I'm a go on splash with his bitch
Yeah I never went to class but I'm rich
Graduated math on a strip
Fucking with the money was a gift
Ride that to the neck, she could dick
I ain't got no love for the bitch
No she only fell in love cause she trip
Only show her love with that dick

They know Zoovie Zoo from the strip, on a cruise with his bitch, keep a tool with that grip, yeah
There's a certain way to move when you rich, yeah
Talking to the boys you a bitch (you a snitch), yeah
Louis bag stuffed to the tip, yeah
Hundred in my pocket made it fit, yeah
Island boy really with the shits, yeah
I'm probably on the island with his bitch, yeah
And I'm Zoovie Zoo from the strip, yeah
On a cruise with his bitch, yeah
Know I keep a tool with that grip, yeah
There's a certain way to move when you rich, yeah

Bitch I'm serving in my six huh, with my bitch huh
Super sexy can I get some, let me hit some
Super groovy and she thick huh, take a pic huh
My Jacuzzi got a big tub, get your clit rubbed
Make a movie starring you huh, making moves huh
Shawty what you tryna do huh, bust a move huh
You ain't heard him Zoovie Zoo huh, I got loo
Diamonds glist you check the jewels huh, crazy jewels
2017 we making moves huh
RGF the island, hold the crew down
Aye, baby you is rocking with the Zoo now, huh
And if you ain't know, well you knew now
Huh, Wop

They know Zoovie Zoo from the strip, on a cruise with his bitch, keep a tool with that grip, yeah
There's a certain way to move when you rich, yeah
Talking to the boys you a bitch (you a snitch), yeah
Louis bag stuffed to the tip, yeah
Hundred in my pocket made it fit, yeah
Island boy really with the shits, yeah
I; m probably on the island with his bitch, yeah
And I'm Zoovie Zoo from the strip, yeah
On a cruise with his bitch, yeah
Know I keep a tool with that grip, yeah
There's a certain way to move when you rich, yeah",Rap
